iter	Accuracy	Logloss
324	0.8558610376	0.3246353226
325	0.8557460025	0.324476526
326	0.8560911078	0.3242738552
327	0.8562061429	0.3240701862
328	0.8566662832	0.3238996795
329	0.8567813183	0.3237693232
330	0.8567813183	0.3237093833
331	0.8566662832	0.3234248488
332	0.8566662832	0.3230534501
333	0.8566662832	0.3227201359
334	0.8566662832	0.3225673727
335	0.8570113885	0.3223865477
336	0.8570113885	0.3221749074
337	0.8574715288	0.3219013144
338	0.8574715288	0.3217011783
339	0.857701599	0.321613068
340	0.8573564937	0.3213628493
341	0.8575865639	0.3211923272
342	0.8578166341	0.3210156901
343	0.8583918095	0.3208205665
344	0.8587369148	0.3206220032
345	0.8587369148	0.3205353511
346	0.8594271253	0.3200587373
347	0.8595421604	0.3196945695
348	0.8598872656	0.3192910539
349	0.860462441	0.3188390618
350	0.8600023007	0.3183946578
351	0.8605774761	0.318032406
352	0.8609225814	0.3177831159
353	0.8610376165	0.3175429631
354	0.8610376165	0.3171637255
355	0.8613827217	0.3169689941
356	0.8611526516	0.3166723153
357	0.8616127919	0.3164009741
358	0.8619578972	0.3160130367
359	0.8623030024	0.315707862
360	0.8618428621	0.3155433254
361	0.8625330726	0.3151879145
362	0.8621879673	0.3149972942
363	0.8620729322	0.3148009276
364	0.8620729322	0.3145365607
365	0.8621879673	0.3143062112
366	0.8628781778	0.3138038991
367	0.863108248	0.3136789194
368	0.8632232831	0.3136023174
369	0.8637984585	0.3132233815
370	0.8633383182	0.3129091782
371	0.8637984585	0.3126695127
372	0.8641435638	0.3125708081
373	0.864488669	0.3122621078
374	0.8649488094	0.3120156891
375	0.8650638445	0.311772896
376	0.8652939146	0.3114865048
377	0.8655239848	0.311041226
378	0.865754055	0.3108196466
379	0.8654089497	0.3103896099
380	0.865754055	0.3101779685
381	0.8663292304	0.3099506527
382	0.8666743357	0.3097520868
383	0.8669044058	0.3096088145
384	0.8669044058	0.309462911
385	0.8670194409	0.309082904
386	0.8669044058	0.3087728574
387	0.8669044058	0.3086304979
388	0.8669044058	0.3082605109
389	0.8666743357	0.3081323834
390	0.8675946164	0.3078554696
391	0.8679397216	0.3076382632
392	0.8675946164	0.307396673
393	0.8679397216	0.3071747416
394	0.8678246865	0.3069909563
395	0.8678246865	0.3068282645
396	0.8682848269	0.3066235275
397	0.8681697918	0.30642502
398	0.8680547567	0.3063791693
399	0.868399862	0.3059991498
400	0.8687449672	0.3058194146
401	0.8689750374	0.305555247
402	0.8690900725	0.3054074789
403	0.8690900725	0.3052569556
404	0.8693201426	0.3049184161
405	0.8693201426	0.3048016662
406	0.8696652479	0.3045507324
407	0.8701253882	0.3042360327
408	0.8704704935	0.3039896011
409	0.8707005637	0.303809864
410	0.8704704935	0.3035057828
411	0.8705855286	0.3032844279
412	0.8704704935	0.3031221369
413	0.8709306338	0.3027328079
414	0.8715058093	0.3025863016
415	0.8717358794	0.3022416933
416	0.8718509145	0.3021616853
417	0.8717358794	0.3019345895
418	0.8720809847	0.3016494614
419	0.87242609	0.3013862442
420	0.87242609	0.3012586619
421	0.87242609	0.3009354213
422	0.8726561601	0.3006282384
423	0.87242609	0.3003912206
424	0.8727711952	0.3001672244
425	0.8728862303	0.3000310886
426	0.8733463706	0.2997563402
427	0.873806511	0.2995770624
428	0.8735764408	0.299360874
429	0.8736914759	0.2990845435
430	0.8739215461	0.2989672333
431	0.8740365812	0.2988724508
432	0.8744967215	0.2985101793
433	0.8746117566	0.2982781444
434	0.8744967215	0.2981029943
435	0.8740365812	0.2978818296
436	0.8740365812	0.2978241813
437	0.8743816864	0.297539246
438	0.8743816864	0.2973141062
439	0.8739215461	0.2970641058
440	0.8746117566	0.2968214311
441	0.8747267917	0.2966217942
442	0.8747267917	0.2964714491
443	0.8748418268	0.2962697895
444	0.8747267917	0.2961079033
445	0.8754170022	0.2957103464
446	0.8754170022	0.2954674586
447	0.8754170022	0.2952044707
448	0.8755320373	0.2948891221
449	0.8761072127	0.2946834286
450	0.8757621074	0.2946183967
451	0.8758771425	0.2944883134
452	0.8759921776	0.2943227641
453	0.8767974232	0.2940728684
454	0.8766823881	0.2939758696
455	0.8766823881	0.2939735046
456	0.8767974232	0.2938900247
457	0.8767974232	0.293712321
458	0.8766823881	0.2936205678
459	0.8769124583	0.2934957024
460	0.8770274934	0.2933121579
461	0.8779477741	0.293038527
462	0.8780628092	0.2928684466
463	0.8785229495	0.2926275738
464	0.8795582653	0.2924722191
465	0.8793281951	0.2923155495
466	0.8790981249	0.292115563
467	0.8789830898	0.2919833473
468	0.8789830898	0.2919517202
469	0.8790981249	0.2918658935
470	0.87921316	0.291737442
471	0.8795582653	0.291547478
472	0.8794432302	0.2914345786
473	0.8799033705	0.2913057302
474	0.8797883354	0.2911309082
475	0.8797883354	0.2909203735
476	0.8803635109	0.2906989622
477	0.8802484758	0.2904615795
478	0.880593581	0.2903084919
479	0.8807086161	0.2901802672
480	0.880593581	0.2900672017
481	0.8808236512	0.2899866137
482	0.8810537214	0.2897346984
483	0.8811687565	0.2896584531
484	0.8811687565	0.2895800823
485	0.8812837916	0.2893442579
486	0.881858967	0.2890316227
487	0.8817439319	0.2889561084
488	0.8819740021	0.2887822449
489	0.8824341424	0.2885370197
490	0.8819740021	0.2884580336
491	0.8825491775	0.2881338291
492	0.8830093178	0.2878865074
493	0.8828942828	0.2877099273
494	0.8831243529	0.2874470526
495	0.8833544231	0.2873277204
496	0.8830093178	0.2872179262
497	0.8831243529	0.2871052854
498	0.8830093178	0.2870264689
499	0.8827792477	0.2869133672
500	0.8828942828	0.2868608574
501	0.8827792477	0.2868060715
502	0.8833544231	0.2865640781
503	0.8835844933	0.2863373928
504	0.8834694582	0.2860293382
505	0.8838145634	0.285962057
506	0.8836995284	0.2857631745
507	0.8847348441	0.285531782
508	0.8848498792	0.2854296817
509	0.8848498792	0.285209714
510	0.8847348441	0.2850670065
511	0.8854250546	0.2848660995
512	0.8851949845	0.284783963
513	0.8849649143	0.2846179122
514	0.8847348441	0.2843932685
515	0.8847348441	0.2842693952
516	0.8848498792	0.2841711974
517	0.8853100196	0.2840195601
518	0.8848498792	0.2838338313
519	0.8849649143	0.2837433106
520	0.8853100196	0.2833632611
521	0.8856551248	0.2832077216
522	0.8856551248	0.28309747
523	0.885885195	0.2829099052
524	0.885885195	0.2828237282
525	0.8861152652	0.2826890378
526	0.885885195	0.2825846366
527	0.8860002301	0.2823919131
528	0.8860002301	0.2822534172
529	0.8860002301	0.2822390479
530	0.8862303002	0.2821303811
531	0.8864603704	0.281974795
532	0.8865754055	0.281855355
533	0.8869205108	0.281768568
534	0.8871505809	0.2813928714
535	0.8870355458	0.2812860477
536	0.8870355458	0.2811610127
537	0.8869205108	0.2807782203
538	0.8869205108	0.2807052826
539	0.8865754055	0.2805450452
540	0.8864603704	0.2804322675
541	0.8866904406	0.2802988869
542	0.8868054757	0.2801968086
543	0.887265616	0.2799779865
544	0.8873806511	0.2798485361
545	0.887265616	0.2795795336
546	0.8871505809	0.2794957228
547	0.8871505809	0.2793293864
548	0.8870355458	0.2792201771
549	0.8871505809	0.2791731889
550	0.887265616	0.2789652977
551	0.8874956862	0.2786791923
552	0.8873806511	0.2785061214
553	0.8877257564	0.2783739771
554	0.8877257564	0.2783423389
555	0.8877257564	0.2781606712
556	0.8879558265	0.2779584848
557	0.8879558265	0.277892319
558	0.8879558265	0.2777682694
559	0.8881858967	0.2777214568
560	0.8880708616	0.2775856976
561	0.8883009318	0.2774648943
562	0.8881858967	0.2771947344
563	0.8884159669	0.276954674
564	0.888646037	0.2767676076
565	0.888646037	0.2767424729
566	0.888646037	0.276668579
567	0.888531002	0.2763697511
568	0.888531002	0.2761532726
569	0.8888761072	0.2760711152
570	0.8888761072	0.2758064811
571	0.8889911423	0.2755186745
572	0.8896813528	0.2752874752
573	0.889911423	0.2750749842
574	0.8904865984	0.2749530872
575	0.8907166686	0.2747652321
576	0.8907166686	0.2746947898
577	0.8907166686	0.2745948171
578	0.8907166686	0.2745014449
579	0.8907166686	0.2744204062
580	0.8910617738	0.2742296838
581	0.8914068791	0.2740584472
582	0.8915219142	0.2739655752
583	0.8914068791	0.2735568579
584	0.8911768089	0.2732716926
585	0.8911768089	0.2730917027
586	0.8914068791	0.2729162278
587	0.8915219142	0.2728527629
588	0.8916369493	0.272697252
589	0.8917519844	0.2726561198
590	0.8917519844	0.2724710127
591	0.8916369493	0.2724092813
592	0.8917519844	0.272247154
593	0.8916369493	0.2721064731
594	0.8917519844	0.2720148854
595	0.8918670194	0.271942967
596	0.8916369493	0.2717504661
597	0.8916369493	0.2716274476
598	0.8914068791	0.2714660011
599	0.8916369493	0.271391565
600	0.8918670194	0.2712531048
601	0.8919820545	0.2711216214
602	0.8919820545	0.2710059804
603	0.8918670194	0.2707620667
604	0.8922121247	0.2707024277
605	0.89255723	0.2704394392
606	0.8927873001	0.2703198556
607	0.892672265	0.2702186508
608	0.8931324054	0.2699312407
609	0.8932474405	0.2699120973
610	0.8938226159	0.2697063413
611	0.8937075808	0.2695330851
612	0.8935925457	0.2693615466
613	0.8938226159	0.2692086534
614	0.8940526861	0.2691205717
615	0.8940526861	0.2687763907
616	0.8943977913	0.2684198772
617	0.8945128264	0.2682660284
618	0.8942827562	0.2681354237
619	0.8940526861	0.268116863
620	0.8945128264	0.2678237416
621	0.8945128264	0.2676820852
622	0.8946278615	0.267511775
623	0.8948579317	0.2673228189
624	0.8948579317	0.2673107386
625	0.895318072	0.2670215341
626	0.895318072	0.2669445511
627	0.895318072	0.2668640812
628	0.8954331071	0.2666969782
629	0.895318072	0.266539908
630	0.895318072	0.2664189858
631	0.895318072	0.2662170193
632	0.8956631773	0.2658134669
633	0.8956631773	0.2656608979
634	0.8955481422	0.2655828148
635	0.8954331071	0.2654994696
636	0.8956631773	0.2653981474
637	0.8958932474	0.2652884775
638	0.8958932474	0.2652639711
639	0.8960082825	0.2651353861
640	0.8961233176	0.2650023051
641	0.8962383527	0.2646820897
642	0.8960082825	0.2644582283
643	0.896698493	0.2642076748
644	0.8968135281	0.2640211395
645	0.8969285632	0.2638453557
646	0.8968135281	0.2636476228
647	0.8971586334	0.2633741611
648	0.8972736685	0.2632796264
649	0.8973887036	0.2631808192
650	0.8977338088	0.2629606901
651	0.897963879	0.2628219336
652	0.897963879	0.2626659098
653	0.8985390544	0.2624326679
654	0.8984240193	0.2623767875
655	0.8984240193	0.2622807972
656	0.8983089842	0.2620758226
657	0.897963879	0.2619858507
658	0.8980789141	0.261776642
659	0.8983089842	0.2616744052
660	0.8987691246	0.261445359
661	0.8987691246	0.2612495327
662	0.8989991948	0.2611593684
663	0.8992292649	0.260961268
664	0.8998044404	0.2608092877
665	0.8998044404	0.2606552832
666	0.8996894053	0.2605090441
667	0.8999194754	0.2604154323
668	0.8999194754	0.2602240373
669	0.8999194754	0.2601289533
670	0.9002645807	0.2599590945
671	0.900724721	0.2596293504
672	0.9004946509	0.259501253
673	0.900724721	0.2593060433
674	0.9004946509	0.2591077905
675	0.900609686	0.2590609466
676	0.900609686	0.2589835533
677	0.900609686	0.2589332461
678	0.9010698263	0.2588017607
679	0.9009547912	0.2586116169
680	0.9009547912	0.2585357079
681	0.9012998965	0.2583393988
682	0.9011848614	0.2581299468
683	0.9012998965	0.2579991962
684	0.9014149316	0.2579344128
685	0.9015299666	0.2578558439
686	0.9016450017	0.2577524059
687	0.9014149316	0.2576903923
688	0.9011848614	0.2574867185
689	0.9010698263	0.2573341268
690	0.9008397561	0.2572106958
691	0.9008397561	0.2571098547
692	0.9010698263	0.2570861042
693	0.9014149316	0.2569381511
694	0.9012998965	0.2568951176
695	0.9016450017	0.256725478
696	0.9017600368	0.2565212739
697	0.9015299666	0.2563793252
698	0.9014149316	0.2562879368
699	0.9015299666	0.2559742964
700	0.9022201772	0.2558396661
701	0.9022201772	0.2558074846
702	0.9022201772	0.2556285418
703	0.9022201772	0.2554527581
704	0.9018750719	0.255134499
705	0.9024502473	0.2548884672
706	0.9029103877	0.2545976837
707	0.9032554929	0.2544139115
708	0.9027953526	0.2541537355
709	0.9031404578	0.2538989022
710	0.9032554929	0.2536799252
711	0.903370528	0.2535653796
712	0.903370528	0.2533753872
713	0.9036005982	0.2532072216
714	0.9040607385	0.253029576
715	0.9040607385	0.2529111298
716	0.9041757736	0.2527219145
717	0.9040607385	0.2526726301
718	0.9041757736	0.2526472929
719	0.9042908087	0.252565135
720	0.9045208789	0.2525128736
721	0.9044058438	0.2523131753
722	0.9041757736	0.2522018797
723	0.9048659841	0.2519323371
724	0.9053261245	0.2517083682
725	0.9054411596	0.2514959517
726	0.9055561946	0.2513567428
727	0.9053261245	0.2511851037
728	0.9054411596	0.2510673753
729	0.9054411596	0.2508534479
730	0.9055561946	0.2507554869
731	0.906016335	0.2505408289
732	0.9064764753	0.2503142124
733	0.9063614402	0.2501238411
734	0.9065915104	0.2500026682
735	0.9069366157	0.2498891504
736	0.9070516508	0.2497929704
737	0.9071666858	0.2497405488
738	0.9070516508	0.2496449061
739	0.9070516508	0.2494399069
740	0.9068215806	0.2493635351
741	0.9068215806	0.2493299464
742	0.9072817209	0.2492096535
743	0.907396756	0.2490848299
744	0.9075117911	0.2490387591
745	0.907396756	0.2488574578
746	0.907396756	0.2487117631
747	0.9075117911	0.2486141796
748	0.9075117911	0.2484183356
749	0.9075117911	0.2482158523
750	0.9076268262	0.2481298438
751	0.9071666858	0.2478953602
752	0.907396756	0.2478255738
753	0.907396756	0.2476805925
754	0.9077418613	0.2475012187
755	0.9076268262	0.2473887957
756	0.9076268262	0.2472717574
757	0.9075117911	0.2472181214
758	0.9075117911	0.2471723473
759	0.9075117911	0.2471313899
760	0.9075117911	0.2469331715
761	0.9076268262	0.2468448224
762	0.9078568964	0.2466635714
763	0.9079719314	0.2465534248
764	0.9078568964	0.2465127404
765	0.9082020016	0.2463934792
766	0.9083170367	0.2462308769
767	0.9083170367	0.24614064
768	0.9082020016	0.2460317879
769	0.9080869665	0.2458136755
770	0.9084320718	0.2456241407
771	0.908662142	0.2455227363
772	0.908662142	0.245406029
773	0.9085471069	0.2452770049
774	0.9085471069	0.2452103761
775	0.9088922121	0.2450298978
776	0.908777177	0.2449309065
777	0.908662142	0.2448218667
778	0.908777177	0.2446683403
779	0.9092373174	0.2445244364
780	0.9094673876	0.2443069028
781	0.9092373174	0.2441657197
782	0.9095824226	0.2439428999
783	0.9098124928	0.2438267556
784	0.9098124928	0.2436748501
785	0.910042563	0.2435181216
786	0.9102726332	0.2433500974
787	0.9103876682	0.2431718108
788	0.9101575981	0.243015713
789	0.910042563	0.2428043983
790	0.9105027033	0.2425275374
791	0.9105027033	0.2423016882
792	0.9105027033	0.2422083799
793	0.9107327735	0.2420921268
794	0.9109628437	0.2419779189
795	0.9109628437	0.2419145732
796	0.9109628437	0.2417026056
797	0.9111929138	0.2415325693
798	0.911422984	0.2413531721
799	0.9115380191	0.2411675608
